AIRPORT,Year,Rank,DomesticINBOUND,DomesticOUTBOUND,DomesticTOTAL,internationalINBOUND,internationalOUTBOUND,internationalTOTAL,totalINBOUND,totalOUTBOUND,totalTOTAL
WAGGA WAGGA,2010,19,3676,3674,7350,0,0,0,3676,3674,7350
WAGGA WAGGA,2011,20,3566,3562,7128,0,0,0,3566,3562,7128
WAGGA WAGGA,2012,22,3437,3402,6839,0,0,0,3437,3402,6839
WAGGA WAGGA,2013,21,3534,3495,7029,0,0,0,3534,3495,7029
WAGGA WAGGA,2014,21,3527,3554,7081,0,0,0,3527,3554,7081
WAGGA WAGGA,2015,21,3533,3586,7119,0,0,0,3533,3586,7119
WAGGA WAGGA,2016,22,3561,3615,7176,0,0,0,3561,3615,7176
WEIPA,1985,-,878,870,1748,0,0,0,878,870,1748
WEIPA,1986,-,1073,1077,2150,0,0,0,1073,1077,2150
WEIPA,1987,-,1019,1021,2040,0,0,0,1019,1021,2040
WEIPA,1988,-,986,998,1984,0,0,0,986,998,1984
WEIPA,1989,-,678,678,1356,0,0,0,678,678,1356
WEIPA,1990,-,655,654,1309,0,0,0,655,654,1309
WEIPA,1991,-,688,686,1374,0,0,0,688,686,1374
WEIPA,1992,-,553,550,1103,0,0,0,553,550,1103
WEIPA,1993,-,392,392,784,0,0,0,392,392,784
WEIPA,1994,-,367,368,735,0,0,0,367,368,735
WEIPA,1995,-,376,378,754,0,0,0,376,378,754
WEIPA,1996,-,367,368,735,0,0,0,367,368,735
WEIPA,1997,-,469,469,938,0,0,0,469,469,938
WEIPA,1998,-,468,468,936,0,0,0,468,468,936
WEIPA,1999,-,462,462,924,0,0,0,462,462,924
WEIPA,2000,-,432,430,862,0,0,0,432,430,862
WEIPA,2001,-,368,364,732,0,0,0,368,364,732
WEIPA,2002,-,463,462,925,0,0,0,463,462,925
WEIPA,2003,-,495,495,990,0,0,0,495,495,990
WEIPA,2004,-,623,624,1247,0,0,0,623,624,1247
WEIPA,2005,-,612,612,1224,0,0,0,612,612,1224
WEIPA,2006,-,691,691,1382,0,0,0,691,691,1382
WEIPA,2007,-,821,821,1642,0,0,0,821,821,1642
WEIPA,2008,-,892,889,1781,0,0,0,892,889,1781
WEIPA,2009,-,735,737,1472,0,0,0,735,737,1472
WEIPA,2010,-,521,521,1042,0,0,0,521,521,1042
WEIPA,2011,-,704,702,1406,0,0,0,704,702,1406
WEIPA,2012,-,859,859,1718,0,0,0,859,859,1718
WEIPA,2013,-,875,875,1750,0,0,0,875,875,1750
WEIPA,2014,-,845,842,1687,0,0,0,845,842,1687
WEIPA,2015,-,1052,1052,2104,0,0,0,1052,1052,2104
WEIPA,2016,-,1110,1112,2222,0,0,0,1110,1112,2222
WELLCAMP,1985,-,0,0,0,0,0,0,0,0,0
WELLCAMP,1986,-,0,0,0,0,0,0,0,0,0
WELLCAMP,1987,-,0,0,0,0,0,0,0,0,0
WELLCAMP,1988,-,0,0,0,0,0,0,0,0,0
WELLCAMP,1989,-,0,0,0,0,0,0,0,0,0
WELLCAMP,1990,-,0,0,0,0,0,0,0,0,0
WELLCAMP,1991,-,0,0,0,0,0,0,0,0,0
WELLCAMP,1992,-,0,0,0,0,0,0,0,0,0
WELLCAMP,1993,-,0,0,0,0,0,0,0,0,0
WELLCAMP,1994,-,0,0,0,0,0,0,0,0,0
WELLCAMP,1995,-,0,0,0,0,0,0,0,0,0
WELLCAMP,1996,-,0,0,0,0,0,0,0,0,0
WELLCAMP,1997,-,0,0,0,0,0,0,0,0,0
WELLCAMP,1998,-,0,0,0,0,0,0,0,0,0
WELLCAMP,1999,-,0,0,0,0,0,0,0,0,0
WELLCAMP,2000,-,0,0,0,0,0,0,0,0,0
WELLCAMP,2001,-,0,0,0,0,0,0,0,0,0
WELLCAMP,2002,-,0,0,0,0,0,0,0,0,0
WELLCAMP,2003,-,0,0,0,0,0,0,0,0,0
WELLCAMP,2004,-,0,0,0,0,0,0,0,0,0
WELLCAMP,2005,-,0,0,0,0,0,0,0,0,0
WELLCAMP,2006,-,0,0,0,0,0,0,0,0,0
WELLCAMP,2007,-,0,0,0,0,0,0,0,0,0
WELLCAMP,2008,-,0,0,0,0,0,0,0,0,0
WELLCAMP,2009,-,0,0,0,0,0,0,0,0,0
WELLCAMP,2010,-,0,0,0,0,0,0,0,0,0
WELLCAMP,2011,-,0,0,0,0,0,0,0,0,0
WELLCAMP,2012,-,0,0,0,0,0,0,0,0,0
WELLCAMP,2013,-,0,0,0,0,0,0,0,0,0
WELLCAMP,2014,-,60,60,120,0,0,0,60,60,120
WELLCAMP,2015,-,1025,1060,2085,0,0,0,1025,1060,2085
WELLCAMP,2016,-,1598,1619,3217,4,4,8,1602,1623,3225
WHYALLA,1985,-,1837,1838,3675,0,0,0,1837,1838,3675
WHYALLA,1986,32,2648,2677,5325,0,0,0,2648,2677,5325
WHYALLA,1987,-,1842,1880,3722,0,0,0,1842,1880,3722
WHYALLA,1988,-,1608,1582,3190,0,0,0,1608,1582,3190
WHYALLA,1989,-,1480,1469,2949,0,0,0,1480,1469,2949
WHYALLA,1990,-,1604,1602,3206,0,0,0,1604,1602,3206
WHYALLA,1991,-,2201,2205,4406,0,0,0,2201,2205,4406
WHYALLA,1992,-,2056,2050,4106,0,0,0,2056,2050,4106
WHYALLA,1993,-,2219,2240,4459,0,0,0,2219,2240,4459
WHYALLA,1994,-,2232,2233,4465,0,0,0,2232,2233,4465
WHYALLA,1995,-,2381,2378,4759,0,0,0,2381,2378,4759
WHYALLA,1996,-,2365,2385,4750,0,0,0,2365,2385,4750
WHYALLA,1997,-,2363,2375,4738,0,0,0,2363,2375,4738
WHYALLA,1998,-,2376,2380,4756,0,0,0,2376,2380,4756
WHYALLA,1999,-,2342,2350,4692,0,0,0,2342,2350,4692
WHYALLA,2000,-,2185,2177,4362,0,0,0,2185,2177,4362
WHYALLA,2001,-,2405,2388,4793,0,0,0,2405,2388,4793
WHYALLA,2002,-,2300,2294,4594,0,0,0,2300,2294,4594
WHYALLA,2003,-,2086,2085,4171,0,0,0,2086,2085,4171
WHYALLA,2004,-,1992,1988,3980,0,0,0,1992,1988,3980
WHYALLA,2005,-,2112,2113,4225,0,0,0,2112,2113,4225
WHYALLA,2006,-,2389,2389,4778,0,0,0,2389,2389,4778
WHYALLA,2007,-,2222,2223,4445,0,0,0,2222,2223,4445
WHYALLA,2008,-,1649,1649,3298,0,0,0,1649,1649,3298
WHYALLA,2009,-,1367,1367,2734,0,0,0,1367,1367,2734
WHYALLA,2010,-,1431,1430,2861,0,0,0,1431,1430,2861
WHYALLA,2011,-,1427,1425,2852,0,0,0,1427,1425,2852
WHYALLA,2012,-,1525,1523,3048,0,0,0,1525,1523,3048
WHYALLA,2013,-,1510,1508,3018,0,0,0,1510,1508,3018
WHYALLA,2014,-,1468,1466,2934,0,0,0,1468,1466,2934
WHYALLA,2015,-,1882,1878,3760,0,0,0,1882,1878,3760
WHYALLA,2016,-,1981,1975,3956,0,0,0,1981,1975,3956
WILLIAMTOWN,1985,16,5223,5228,10451,0,0,0,5223,5228,10451
WILLIAMTOWN,1986,18,4804,4804,9608,0,0,0,4804,4804,9608
WILLIAMTOWN,1987,20,4200,4191,8391,0,0,0,4200,4191,8391
WILLIAMTOWN,1988,19,3981,3984,7965,0,0,0,3981,3984,7965
WILLIAMTOWN,1989,33,2518,2517,5035,0,0,0,2518,2517,5035
WILLIAMTOWN,1990,19,4432,3665,8097,0,0,0,4432,3665,8097
WILLIAMTOWN,1991,13,5216,5363,10579,0,0,0,5216,5363,10579
WILLIAMTOWN,1992,18,4671,4627,9298,0,0,0,4671,4627,9298
WILLIAMTOWN,1993,20,4634,4573,9207,0,0,0,4634,4573,9207
WILLIAMTOWN,1994,19,5519,5502,11021,0,0,0,5519,5502,11021
WILLIAMTOWN,1995,17,5871,5827,11698,0,0,0,5871,5827,11698
WILLIAMTOWN,1996,15,6108,6090,12198,0,0,0,6108,6090,12198
WILLIAMTOWN,1997,11,7512,7530,15042,0,0,0,7512,7530,15042
WILLIAMTOWN,1998,11,8528,8518,17046,0,0,0,8528,8518,17046
WILLIAMTOWN,1999,11,8661,8643,17304,0,0,0,8661,8643,17304
WILLIAMTOWN,2000,11,8354,8367,16721,0,0,0,8354,8367,16721
WILLIAMTOWN,2001,12,7142,7191,14333,5,5,10,7147,7196,14343
WILLIAMTOWN,2002,11,5489,5506,10995,68,68,136,5557,5574,11131
WILLIAMTOWN,2003,12,5467,5455,10922,0,0,0,5467,5455,10922
WILLIAMTOWN,2004,12,5673,5626,11299,0,0,0,5673,5626,11299
WILLIAMTOWN,2005,12,7468,7471,14939,0,0,0,7468,7471,14939
WILLIAMTOWN,2006,11,7655,7825,15480,0,0,0,7655,7825,15480
WILLIAMTOWN,2007,11,8050,8054,16104,0,0,0,8050,8054,16104
WILLIAMTOWN,2008,11,7728,7504,15232,0,0,0,7728,7504,15232
WILLIAMTOWN,2009,12,7128,7029,14157,0,0,0,7128,7029,14157
WILLIAMTOWN,2010,14,7155,7164,14319,0,0,0,7155,7164,14319
WILLIAMTOWN,2011,12,7538,7541,15079,0,0,0,7538,7541,15079
WILLIAMTOWN,2012,11,8600,8670,17270,0,0,0,8600,8670,17270
WILLIAMTOWN,2013,11,8348,8416,16764,0,0,0,8348,8416,16764
WILLIAMTOWN,2014,14,6489,6432,12921,0,0,0,6489,6432,12921
WILLIAMTOWN,2015,13,6468,6441,12909,0,0,0,6468,6441,12909
WILLIAMTOWN,2016,13,6923,6905,13828,0,0,0,6923,6905,13828
